Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Male,Visual Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Pune,764563
Female,Visual Merchandiser,9,"Professional Skills, Communication",Masters/Postgraduate,Pune,868218
Male,Visual Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Pune,880402
Female,Visual Merchandiser,11,"Professional Skills, Communication",Bachelors,Kolkata,671927
Female,Visual Merchandiser,11,"Professional Skills, Communication",PhD/Doctorate,Kolkata,961070
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Kolkata,497386
Male,Visual Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Ahmedabad,1406300
Female,Visual Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Ahmedabad,706020
Female,Visual Merchandiser,0,"Professional Skills, Communication",Bachelors,Ahmedabad,417473
Male,Visual Merchandiser,12,"Professional Skills, Communication",High School,Surat,679596
Male,Visual Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Surat,1027074
Male,Visual Merchandiser,12,"Professional Skills, Communication",Bachelors,Surat,733260
Female,Visual Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,531437
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Jaipur,469292
Male,Visual Merchandiser,5,"Professional Skills, Communication",Bachelors,Jaipur,619059
Female,Visual Merchandiser,5,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,557246
Male,Visual Merchandiser,9,"Professional Skills, Communication",Bachelors,Lucknow,683492
Female,Visual Merchandiser,5,"Professional Skills, Communication",Bachelors,Lucknow,467294
Male,Visual Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,1149731
Female,Visual Merchandiser,7,"Professional Skills, Communication",Bachelors,Kanpur,566522
Female,Visual Merchandiser,9,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,704165
Female,Visual Merchandiser,17,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,921351
Male,Visual Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,1258652
Male,Visual Merchandiser,5,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,704311
Female,Visual Merchandiser,13,"Professional Skills, Communication",Bachelors,Indore,673972
Female,Visual Merchandiser,2,"Professional Skills, Communication",Bachelors,Indore,421700
Male,Visual Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Indore,600426
Female,Visual Merchandiser,20,"Professional Skills, Communication",Bachelors,Patna,734551
Female,Visual Merchandiser,2,"Professional Skills, Communication",Bachelors,Patna,361215
Male,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Patna,503596
Male,Visual Merchandiser,12,"Professional Skills, Communication",High School,Bhopal,595531
Male,Visual Merchandiser,10,"Professional Skills, Communication",Masters/Postgraduate,Bhopal,766832
Female,Visual Merchandiser,12,"Professional Skills, Communication",High School,Bhopal,498826
Male,Visual Merchandiser,1,"Professional Skills, Communication",Bachelors,Coimbatore,462315
Male,Visual Merchandiser,6,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,771605
Female,Visual Merchandiser,19,"Professional Skills, Communication",Bachelors,Coimbatore,887147
Female,Visual Merchandiser,2,"Professional Skills, Communication",Bachelors,Kochi,464397
Female,Visual Merchandiser,6,"Professional Skills, Communication",Bachelors,Kochi,562855
Female,Visual Merchandiser,0,"Professional Skills, Communication",Bachelors,Kochi,407109
Male,Visual Merchandiser,5,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,536253
Female,Visual Merchandiser,9,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,641992
Male,Visual Merchandiser,13,"Professional Skills, Communication",High School,Thiruvananthapuram,669830
Female,Visual Merchandiser,9,"Professional Skills, Communication",High School,Vadodara,567765
Male,Visual Merchandiser,19,"Professional Skills, Communication",Bachelors,Vadodara,1068099
Female,Visual Merchandiser,5,"Professional Skills, Communication",PhD/Doctorate,Vadodara,809963
Male,Visual Merchandiser,4,"Professional Skills, Communication",PhD/Doctorate,Nashik,739470
Male,Visual Merchandiser,9,"Professional Skills, Communication",High School,Nashik,574809
Male,Visual Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Nashik,841580
Female,Visual Merchandiser,17,"Professional Skills, Communication",Bachelors,Rajkot,801688
Female,Visual Merchandiser,3,"Professional Skills, Communication",High School,Rajkot,386834
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Rajkot,445019
Male,Visual Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,688339
Male,Visual Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,650853
Male,Visual Merchandiser,15,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,1054999
Male,Visual Merchandiser,6,"Professional Skills, Communication",High School,Gurgaon,662516
Female,Visual Merchandiser,5,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,910292
Female,Visual Merchandiser,19,"Professional Skills, Communication",Bachelors,Gurgaon,1124792
Male,Visual Merchandiser,18,"Professional Skills, Communication",Bachelors,Noida,1247426
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Noida,607600
Male,Visual Merchandiser,11,"Professional Skills, Communication",High School,Noida,745423
Female,Visual Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Faridabad,987717
Male,Visual Merchandiser,19,"Professional Skills, Communication",PhD/Doctorate,Faridabad,1668144
Male,Visual Merchandiser,7,"Professional Skills, Communication",Masters/Postgraduate,Faridabad,897993
Male,Visual Merchandiser,12,"Professional Skills, Communication",Bachelors,Ghaziabad,938101
Male,Visual Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,1310646
Male,Visual Merchandiser,4,"Professional Skills, Communication",High School,Ghaziabad,562539
Female,Visual Merchandiser,1,"Professional Skills, Communication",Masters/Postgraduate,Remote,642108
Female,Visual Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Remote,1283722
Female,Visual Merchandiser,1,"Professional Skills, Communication",Bachelors,Remote,524269
Non-binary,Category Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Mumbai,1210899
Male,Category Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Mumbai,1729133
Female,Category Manager,10,"Leadership, Team Management, Strategic Planning",Bachelors,Mumbai,1408615
Female,Category Manager,5,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Delhi,1189091
Female,Category Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Delhi,1700495
Female,Category Manager,15,"Leadership, Team Management, Strategic Planning",Bachelors,Delhi,1587801
Male,Category Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Bangalore,1219584
Female,Category Manager,4,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bangalore,1210954
Male,Category Manager,5,"Leadership, Team Management, Strategic Planning",Bachelors,Bangalore,1380194
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Chennai,1155879
Female,Category Manager,0,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Chennai,1033800
Female,Category Manager,17,"Leadership, Team Management, Strategic Planning",High School,Chennai,1254148
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Hyderabad,946103
Female,Category Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Hyderabad,1629427
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",High School,Hyderabad,811430
Male,Category Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,1638322
Male,Category Manager,3,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Pune,1322097
Male,Category Manager,5,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Pune,1262098
Female,Category Manager,18,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Kolkata,1820059
Female,Category Manager,11,"Leadership, Team Management, Strategic Planning",Bachelors,Kolkata,1042447
Female,Category Manager,6,"Leadership, Team Management, Strategic Planning",High School,Kolkata,800576
Male,Category Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ahmedabad,1423387
Female,Category Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,713444
Female,Category Manager,11,"Leadership, Team Management, Strategic Planning",High School,Ahmedabad,996195
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Surat,994876
Male,Category Manager,16,"Leadership, Team Management, Strategic Planning",High School,Surat,1145694
Female,Category Manager,19,"Leadership, Team Management, Strategic Planning",Bachelors,Surat,1367530
Female,Category Manager,10,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,989374
Male,Category Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,1313214
Female,Category Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,1321599
Male,Category Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,817482
Male,Category Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,810698
Female,Category Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Lucknow,1092741
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,631204
Female,Category Manager,15,"Leadership, Team Management, Strategic Planning",High School,Kanpur,871628
Male,Category Manager,16,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Kanpur,1542031
Male,Category Manager,16,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Nagpur,1612969
Female,Category Manager,0,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nagpur,751863
Female,Category Manager,0,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nagpur,718376
Male,Category Manager,3,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Indore,914544
Female,Category Manager,3,"Leadership, Team Management, Strategic Planning",High School,Indore,525138
Male,Category Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Indore,702931
Female,Category Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Patna,977545
Female,Category Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Patna,647433
Female,Category Manager,12,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Patna,1125988
Female,Category Manager,9,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,841817
Male,Category Manager,15,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,1282781
Male,Category Manager,5,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bhopal,905248
Female,Category Manager,19,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Coimbatore,1348298
Female,Category Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Coimbatore,1381525
Male,Category Manager,0,"Leadership, Team Management, Strategic Planning",High School,Coimbatore,506559
Female,Category Manager,17,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Kochi,1626631
Male,Category Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,1115912
Female,Category Manager,4,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kochi,888259
Female,Category Manager,12,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Thiruvananthapuram,1190471
Female,Category Manager,15,"Leadership, Team Management, Strategic Planning",High School,Thiruvananthapuram,888689
Female,Category Manager,9,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Thiruvananthapuram,1029689
Male,Category Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,1505282
Female,Category Manager,16,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Vadodara,1782990
Female,Category Manager,20,"Leadership, Team Management, Strategic Planning",High School,Vadodara,1049408
Female,Category Manager,5,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Nashik,1135754
Female,Category Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Nashik,1035258
Male,Category Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nashik,1236191
Female,Category Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,597934
Male,Category Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Rajkot,1195440
Male,Category Manager,12,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,1085807
